Organization,Repository Name,Last Updated,License,has_readme,has_citation,has_contributing,has_tags,latest_tag,latest_tag_date,repo_url,owner,owner_url,organization_url,citation_title,citation_dois,citation_swhids,orcids,readme_dois,citation_has_doi,readme_has_doi,has_license
jhu-sheridan-libraries,lambda-slack-list-active,2019-07-22T18:53:30Z,Apache License 2.0,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/lambda-slack-list-active,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,vireo-ansible,2019-07-23T17:49:10Z,No license,True,False,False,True,v1.0,2019-06-20T16:02:12Z,https://github.com/jhu-sheridan-libraries/vireo-ansible,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jscholarship-ansible,2025-06-25T15:20:42Z,Creative Commons Zero v1.0 Universal,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jscholarship-ansible,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,dataverse-ansible,2022-11-22T15:05:01Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/dataverse-ansible,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,nrpe-ansible-role,2019-08-22T19:43:29Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/nrpe-ansible-role,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,islandora-pilot-terraform,2020-02-06T21:23:16Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/islandora-pilot-terraform,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jenkins-ssh-agent-python37,2019-09-25T14:39:25Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/jenkins-ssh-agent-python37,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,sisetl,2019-08-22T14:59:24Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/sisetl,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-deposit-ui,2020-01-13T21:00:26Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-deposit-ui,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker,2020-01-03T19:41:38Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-prototype,2019-10-28T18:31:08Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-prototype,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-general-issues,2019-10-28T18:32:03Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-general-issues,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-deposit-ui-static,2019-10-30T13:02:43Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-deposit-ui-static,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-hb-ui,2019-10-28T18:32:11Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-hb-ui,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-data-models,2019-12-03T18:02:18Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-data-models,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-authz,2019-12-06T20:28:37Z,Apache License 2.0,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-authz,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,geoblacklight-solr,2020-01-15T15:15:13Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/geoblacklight-solr,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-deposit-service,2019-11-01T16:54:07Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-deposit-service,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-fcrepo,2019-11-27T23:09:37Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-fcrepo,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-assets,2019-11-27T19:56:51Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-assets,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,stfrancis-lutece-site,2021-06-09T15:23:21Z,No license,True,False,False,True,v0.0.4,2020-01-22T19:18:54Z,https://github.com/jhu-sheridan-libraries/stfrancis-lutece-site,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-idp,2019-11-27T21:19:51Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-idp,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-operations,2019-11-26T15:35:23Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-operations,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-activemq,2019-11-27T20:17:52Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-activemq,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-proxy,2019-11-27T21:20:17Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-proxy,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-ldap,2019-11-09T02:52:00Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-ldap,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-sp,2019-12-06T13:26:59Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-sp,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-docker-user-service,2019-12-13T22:33:44Z,Apache License 2.0,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-docker-user-service,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,jhuda-notification-service,2020-01-02T19:53:16Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/jhuda-notification-service,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,lutece-enroll-plugin,2021-12-29T14:25:13Z,No license,True,False,False,True,v1.1.0,2020-02-13T18:37:56Z,https://github.com/jhu-sheridan-libraries/lutece-enroll-plugin,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,geoblacklight-docker,2021-06-01T19:03:56Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/geoblacklight-docker,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,lutece-init,2021-03-29T15:09:23Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/lutece-init,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,saml-sp-metadata-gen-docker,2020-03-02T21:19:41Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/saml-sp-metadata-gen-docker,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,ecs-geoblacklight,2020-05-08T17:46:48Z,No license,True,False,False,False,,,https://github.com/jhu-sheridan-libraries/ecs-geoblacklight,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,rails_stackview,2020-07-21T20:07:00Z,MIT License,True,False,False,True,v1.0.1,2015-07-20T18:39:57Z,https://github.com/jhu-sheridan-libraries/rails_stackview,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,cicd_vuln_test,2020-05-14T18:43:19Z,No license,False,False,False,False,,,https://github.com/jhu-sheridan-libraries/cicd_vuln_test,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
jhu-sheridan-libraries,umlaut,2020-05-21T19:06:03Z,Other,True,False,False,True,v4.1.7,2015-10-26T20:26:41Z,https://github.com/jhu-sheridan-libraries/umlaut,jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,https://github.com/jhu-sheridan-libraries,,,,,,No,No,True
